,Block,Pout,COND,2Ncond,P,Pe,Pmost,RP ,Ndep,Ncon,Cdep,Blockbit,Branchbit,Maxbranchbit,Minbranchbit,Blockbranch,Rbit,NewRcond,trojan
149,6.44,1.0,15.9247,1.0,2.72e+17,2.37e+16,0.48441,7.77e+17,0.0,2.0,0.997509718,2.0,2.0,4.0,1.0,4.0,1.0,1.113263591,0.0
150,1.03,1.0,5.834,1.0,0.00195,4.26e+17,0.49889,1.59e+17,0.0,1.0,0.997147018,4.0,2.0,2.0,1.0,1.0,0.521308131,3.0,0.0
151,2.98,1.0,62.4464,3.0,0.00195,3.84e+17,0.49595,2.28e+17,0.0,2.0,0.999438414,6.0,2.0,2.0,1.0,1.0,0.080513559,2.526713589,0.0
152,4.82,1.0,6.7129,13.0,0.00195,6.45e+17,0.96936,0.00391,0.0,2.0,1.0,134.0,1.0,3.0,1.0,2.0,0.492294628,0.452174218,1.0
153,6.29,1.0,-58.997,5.0,2.1e+17,3.78e+17,0.49416,6.5e+16,0.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,0.221524884,1.899712321,0.0
154,4.31,1.0,28.4783,1.0,1.74e+16,7.41e+17,0.93704,2.93e+17,0.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,0.492365854,1.805965804,0.0
155,5.69,0.22133,34.9698,14.0,9.66e+16,6e+17,0.4881,0.00391,0.0,2.0,1.0,5.0,3.0,2.0,1.0,4.0,0.526442774,0.559638153,0.0
156,3.41,1.0,107.511,9.0,5.12e+17,5.46e+17,0.48843,0.00391,0.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,0.951411861,2.001636996,0.0
157,3.6,1.0,87.0766,1.0,0.00195,3.11e+17,0.49558,2.96e+17,0.0,1.0,0.997999338,4.0,2.0,1.0,1.0,12.0,0.102908948,2.677411574,0.0
158,3.64,1.0,61.4274,1.0,0.00195,0.00024,0.4958,1.29e+16,0.0,1.0,1.0,21.0,1.0,2.0,1.0,11.0,0.335860156,2.059559147,0.0
159,3.493884117951371,1.0,80.1706,1.0,2.49e+17,1.98e+17,0.93705,4.67e+17,0.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,0.781452068,0.0
160,2.04,1.0,153.3381,2.0,5.09e+17,3.86e+17,0.4953,2.36e+17,0.0,2.0,1.0,7.0,1.0,4.0,1.0,2.0,0.511506523,1.7312084,0.0
161,3.24,1.0,-20.2071,1.0,2.16e+17,2.18e+17,0.49872,3.75e+17,0.0,0.0,0.998554457,3.0,1.0,4.0,1.0,2.0,0.239219001,0.43606951,0.0
162,3.493884117951371,1.0,5.1639,1.0,3.71e+17,2.76e+17,0.48507,7.84e+16,0.0,0.0,0.999574221,134.0,1.0,4.0,2.0,4.0,0.008763745,1.152270907,0.0
163,3.56,1.0,18.7373,1.0,1.1e+17,5.4e+17,0.50199,0.00391,0.0,1.0,0.998755866,4.0,2.0,2.0,2.0,1.0,5.83e-05,2.062108142,0.0
164,0.52,0.28323,167.5302,1.0,0.00195,4.14e+17,0.48994,1.41e+17,0.0,0.0,1.0,5.0,1.0,2.0,6.0,6.0,0.147523604,1.20804193,0.0
165,3.01,1.0,44.5351,1.0,4.97e+17,6.75e+17,0.49825,1.78e+17,0.0,2.0,0.999099683,5.0,1.0,2.0,1.0,4.0,5.83e-05,2.026639787,0.0
166,0.71,1.0,37.566,1.0,1.75e+17,7.3e+17,0.49968,6.05e+17,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.263289559,3.0,0.0
167,1.82,1.0,68.446,1.0,0.00195,5.01e+17,0.4894,4.5e+17,0.0,1.0,0.998840102,5.0,19.0,2.0,1.0,12.0,0.135590147,2.050913117,0.0
168,5.34,1.0,22.7658,1.0,0.00195,3.57e+17,0.93698,2.99e+17,0.0,2.0,0.999935613,6.0,28.0,2.0,1.0,1.0,0.309307436,1.308181061,0.0
169,5.8,1.0,66.2441,1.0,8.97e+16,6.59e+17,0.49843,1.5e+17,0.0,0.0,1.0,4.0,2.0,4.0,1.0,2.0,0.502746775,3.0,0.0
170,2.05,1.0,29.3828,1.0,0.00195,3.6e+17,0.50278,2.75e+17,0.0,2.0,1.0,1.0,1.0,1.0,1.0,12.0,0.300998554,0.496409712,0.0
171,1.64,1.0,85.8976,13.0,2.3e+17,8.1e+17,0.4956,0.00391,0.0,1.0,0.999557651,1.0,1.0,2.0,1.0,3.0,0.517328619,3.0,0.0
172,1.96,1.0,77.3256,1.0,0.00195,5.12e+17,0.49182,0.00391,0.0,3.0,0.999861032,21.0,1.0,2.0,1.0,3.0,0.494948225,1.868214863,0.0
173,6.14,1.0,187.8946,1.0,0.00195,7.45e+17,0.49372,1.7e+17,0.0,2.0,1.0,6.0,1.0,2.0,1.0,4.0,0.522337782,1.265903055,0.0
174,0.66,0.55567,-16.1968,13.0,0.00195,4.82e+17,0.50401,1.93e+17,0.0,2.0,0.998936935,5.0,1.0,4.0,2.0,2.0,0.118774178,1.130981172,0.0
175,6.53,0.22304,1.3579,1.0,3.27e+16,0.00024,0.49534,5.13e+17,0.0,0.0,0.997815691,3.0,3.0,2.0,1.0,1.0,0.01294236,1.665168792,0.0
176,2.07,1.0,40.6564,1.0,0.00195,1.71e+17,0.49591,8.13e+17,0.0,2.0,0.998713197,2.0,1.0,2.0,1.0,4.0,0.480164406,3.0,0.0
177,5.14,0.30828,22.4858,2101.0,0.00195,8.02e+16,0.89019,4.74e+16,0.0,0.0,0.998089033,5.0,1.0,2.0,5.0,1.0,0.999181201,0.637022312,0.0
178,2.88,0.99924,-58.7779,1.0,5.51e+17,3.49e+17,0.49574,5.39e+17,0.0,3.0,0.999462879,6.0,3.0,4.0,3.0,3.0,0.192667551,2.055192732,0.0
179,3.61,1.0,-12.3125,11.0,1.99e+17,4.19e+17,0.49755,0.00391,0.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.415382717,0.0
180,7.2,1.0,-14.0415,1.0,2.86e+17,7.16e+17,0.48835,0.00391,0.0,3.0,0.999006236,3.0,1.0,2.0,1.0,4.0,0.492727733,2.124437229,0.0
181,7.71,1.0,95.9331,1.0,3.51e+17,4.82e+17,0.49101,0.00391,0.0,1.0,1.0,115.0,1.0,1.0,1.0,1.0,0.504561933,3.0,0.0
182,0.91,1.0,122.1682,13.0,4.32e+17,4.09e+16,0.49378,0.00391,0.0,3.0,0.99772726,5.0,4.0,3.0,1.0,1.0,0.474812536,2.001106906,0.0
183,6.91,1.0,66.6036,7.0,2.01e+17,0.00024,0.49801,0.00391,0.0,1.0,1.0,134.0,2.0,4.0,1.0,12.0,0.227863545,1.418822513,0.0
184,3.41,1.0,54.213,1.0,6.13e+17,0.00024,0.49839,6.93e+17,0.0,0.0,0.998269148,1.0,1.0,2.0,1.0,3.0,0.077498875,3.0,0.0
185,1.87,1.0,120.5296,4.0,0.00195,0.00024,0.49629,5.28e+17,0.0,2.0,1.0,4.0,1.0,3.0,1.0,4.0,0.084620992,1.172577038,0.0
186,5.44,0.32094,103.4111,3.0,3.72e+17,4.05e+17,0.4921,0.00391,0.0,0.0,1.0,4.0,1.0,5.0,3.0,6.0,0.072863104,1.432484732,0.0
187,7.19,1.0,-4.6156,16.0,0.00195,8.04e+17,0.49165,1.43e+17,0.0,3.0,0.998618435,30.0,3.0,5.0,1.0,6.0,0.303775134,1.997348074,0.0
188,0.8,0.99861,68.6686,1.0,6859610000000000.0,3.43e+17,0.49368,1.17e+17,0.0,0.0,0.99762903,2.0,2.0,5.0,2.0,3.0,0.099599429,0.790089894,0.0
189,2.01,1.0,-16.2917,1.0,0.00195,5.47e+17,0.49993,0.00391,0.0,0.0,1.0,2.0,19.0,3.0,1.0,5.0,0.072146164,2.006496745,0.0
190,5.84,1.0,90.9627,1.0,0.00195,0.00024,0.49066,2.75e+17,0.0,1.0,1.0,2.0,28.0,4.0,1.0,13.0,0.27791628,1.739600379,0.0
191,0.96,1.0,-61.6458,1.0,1.03e+17,0.00024,0.49715,1.3e+17,0.0,0.0,0.997558727,2.0,1.0,3.0,1.0,4.0,0.473240971,2.587709498,0.0
192,5.22,1.0,-30.9047,23.0,1.84e+17,2.84e+17,0.49819,0.00391,0.0,2.0,0.999834969,109.0,1.0,1.0,1.0,4.0,0.956154401,2.069855938,0.0
193,1.89,1.0,46.8055,1.0,5.14e+17,3.67e+17,0.50554,3.24e+17,0.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,0.965541556,0.599491644,0.0
194,1.2,1.0,85.0948,6.0,0.00195,5.23e+17,0.49903,0.00391,0.0,0.0,1.0,4.0,2.0,2.0,1.0,4.0,0.948173726,0.368653951,0.0
195,3.11,1.0,142.6202,1.0,0.00195,9.25e+16,0.50126,2.17e+17,0.0,0.0,0.999543612,2.0,3.0,4.0,1.0,4.0,0.49079919,1.31591252,0.0
196,1.2,1.0,40.1843,1.0,0.00195,3.9e+17,0.49906,0.00391,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,0.133713747,1.291018862,1.0
197,8.08,0.29518,-2.6313,1.0,0.00195,6.53e+16,0.49926,3.35e+17,0.0,1.0,0.999577829,5.0,1.0,2.0,1.0,4.0,0.03027117,0.433215635,0.0
198,1.83,1.0,-32.5569,1.0,2.43e+17,3.59e+17,0.49232,8.9e+16,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.489813893,0.51082109,0.0
199,4.05,1.0,111.4946,84.0,0.00195,5.87e+17,0.49423,5.88e+16,0.0,1.0,1.0,14.0,2.0,4.0,1.0,2.0,0.039522969,0.855573959,0.0
200,6.82,1.0,118.4436,1.0,4.61e+17,2.6e+17,0.92855,4.11e+17,0.0,0.0,0.999233321,6.0,2.0,1.0,1.0,6.0,0.505216356,2.01635068,1.0
201,2.03,1.0,68.7816,13.0,3.95e+16,2.12e+17,0.49962,0.00391,0.0,0.0,0.998646925,5.0,2.0,4.0,1.0,7.0,0.095812855,2.011855115,0.0
202,3.37,0.29317,-82.8376,1.0,6.75e+16,3.71e+17,0.49009,2.57e+17,0.0,2.0,1.0,5.0,3.0,4.0,1.0,7.0,0.025168265,2.562196702,0.0
203,2.08,1.0,75.5886,1.0,0.00195,6.01e+17,0.48782,2.59e+17,0.0,0.0,0.999875451,1.0,2.0,2.0,1.0,3.0,0.504437473,3.0,0.0
204,2.01,1.0,96.9032,3.0,5.62e+16,4.16e+17,0.49331,4.62e+17,0.0,1.0,1.0,6.0,1.0,3.0,1.0,6.0,0.263058055,1.300802927,0.0
205,3.25,0.18418,21.868,9.0,1.5e+17,6.09e+17,0.49504,3.25e+17,0.0,0.0,0.999812663,2.0,2.0,3.0,4.0,12.0,0.92860896,3.0,0.0
206,1.89,0.35252,45.8084,1.0,0.00195,2.42e+16,0.49761,1.43e+17,0.0,2.0,1.0,33.0,1.0,3.0,1.0,3.0,0.345008433,3.0,0.0
207,0.69,1.0,-84.8226,10.0,0.00195,4.63e+17,0.49592,7.95e+17,0.0,2.0,0.998985419,3.0,1.0,129.0,1.0,2.0,0.186735433,1.241685613,0.0
208,0.79,1.0,60.371,4.0,6.65e+16,6.33e+17,0.4907,2.28e+17,0.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.475179077,1.524585166,0.0
209,6.34,0.18958,43.6389,1.0,6.45e+16,2.27e+17,0.49237,0.00391,0.0,2.0,0.999448264,27.0,2.0,2.0,1.0,6.0,0.501229634,1.599196858,0.0
210,7.8,0.1952,-34.278,3.0,3.76e+17,1.47e+17,0.50084,1.54e+17,0.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,0.096183046,1.883157686,0.0
211,4.95,0.19802,133.8727,1.0,4.9e+17,4.49e+16,0.49719,0.00391,0.0,1.0,0.998738733,4.0,1.0,4.0,1.0,3.0,0.264661278,1.67518688,0.0
212,3.62,0.99568,-28.4515,1.0,5.2e+16,0.00024,0.50155,2.42e+17,0.0,0.0,0.997848496,3.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0
213,2.74,1.0,87.9565,3.0,3.43e+17,1.33e+17,0.49482,1.05e+17,0.0,2.0,0.999760869,4.0,1.0,4.0,1.0,1.0,0.06824318,0.451135436,0.0
214,0.73,1.0,153.4612,2.0,0.00195,5.47e+17,0.50233,0.00391,0.0,2.0,0.998763273,2.0,2.0,2.0,1.0,4.0,0.521385436,1.784038807,0.0
215,1.97,1.0,61.9418,1.0,4.1e+17,2.4e+17,0.49591,2.49e+16,0.0,2.0,0.99985098,6.0,1.0,5.0,2.0,1.0,0.083633608,0.789387229,0.0
216,3.16,1.0,193.0491,4.0,0.00195,0.00024,0.4941,5.18e+16,0.0,1.0,1.0,28.0,3.0,2.0,1.0,5.0,0.024130131,0.64764786,0.0
217,0.49,1.0,48.2119,2.0,5.92e+17,7.29e+17,0.94992,3.21e+17,0.0,3.0,1.0,6.0,3.0,4.0,4.0,4.0,0.249578785,3.0,0.0
218,2.11,1.0,117.2919,1.0,0.00195,3.96e+17,0.91349,3.46e+17,0.0,2.0,0.999403268,134.0,2.0,2.0,1.0,4.0,0.498821186,1.365266509,0.0
219,0.96,0.24153,-48.6992,1.0,1.07e+17,3.53e+16,0.49154,6.05e+16,0.0,1.0,1.0,3.0,2.0,2.0,1.0,3.8150470219435735,0.124316724,2.064376462,0.0
220,2.41,1.0,119.7142,1.0,0.00195,6.67e+17,0.49501,0.00391,0.0,0.0,0.997547698,3.0,1.0,1.0,1.0,1.0,0.522535109,3.0,0.0
221,3.56,1.0,-14.9851,1.0,1.58e+17,1.9e+17,0.2948,2.72e+16,0.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,0.177345971,2.077707192,0.0
222,7.24,1.0,12.0368,8.0,0.00195,1.62e+17,0.50428,0.00391,0.0,0.0,0.999240215,1.0,1.0,4.0,1.0,3.0,0.480521357,1.188808603,0.0
223,2.94,1.0,95.0149,20.0,3.95e+17,4.5e+17,0.4907,4.58e+17,0.0,1.0,0.998768268,4.0,1.0,4.0,1.0,2.0,0.024748972,1.986123174,0.0
224,3.11,1.0,40.9535,1.0,0.00195,4.14e+17,0.49414,1.89e+17,0.0,2.0,0.998959638,5.0,29.0,2.0,1.0,7.0,0.949623744,0.66307753,0.0
225,6.48,0.36588,61.4777,1849.0,0.00195,4.93e+16,0.89938,1.63e+17,0.0,1.0,1.0,132.0,1.0,3.0,1.0,4.0,0.069131104,2.687667544,0.0
226,7.39,1.0,62.5682,1.0,1.22e+17,3.16e+17,0.4872,3.97e+17,0.0,1.0,0.999671556,3.0,2.0,2.0,2.952894378729195,2.0,0.488371571,0.604224411,0.0
227,1.97,0.06901,-81.1027,15.0,0.00195,3.87e+17,0.36458,1.13e+17,0.0,2.0,0.998866723,3.0,27.0,4.0,1.0,2.0,0.072807536,1.337017985,0.0
228,0.81,1.0,71.6706,1.0,0.00195,3.62e+17,0.93065,0.00391,0.0,3.0,0.999579698,5.0,2.0,4.0,25.0,3.8150470219435735,0.046738327,2.121552712,0.0
229,7.51,1.0,56.6866,1.0,4.34e+17,4.63e+17,0.4944,4.14e+17,0.0,2.0,0.998163562,134.0,2.0,2.0,4.0,2.0,0.025908343,1.373718274,0.0
230,1.85,0.56481,70.7076,1.0,0.00195,5.71e+17,0.49035,5.9e+17,0.0,3.0,1.0,7.0,1.0,4.0,1.0,4.0,0.086251403,0.939207002,1.0
231,3.47,1.0,106.0766,12.0,0.00195,2.27e+17,0.49333,0.00391,0.0,115.0,0.997069909,2.0,1.0,5.0,1.0,5.0,0.284057714,2.093636229,0.0
232,6.15,1.0,119.0874,1.0,4.61e+17,4.24e+17,0.49872,4.32e+17,0.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,0.01511914,0.676272782,0.0
233,5.41,0.56358,91.4172,1.0,0.00195,5.09e+17,0.49573,0.00391,0.0,3.0,0.997472922,1.0,2.0,2.0,1.0,6.0,0.982311359,3.0,0.0
234,5.07,0.25177,80.6765,17.0,0.00195,2.5e+17,0.49653,0.00391,0.0,1.0,0.999676444,129.0,1.0,127.0,1.0,2.0,0.982188324,3.0,0.0
235,0.93,1.0,11.0895,1.0,1.29e+17,3.8e+17,0.48897,3.89e+17,0.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,2.034864816,0.0
236,0.83,0.52806,124.082,1.0,1.34e+17,0.00024,0.4955,0.00391,0.0,2.0,0.998993367,4.0,1.0,2.0,1.0,2.0,0.258202733,0.430815689,0.0
237,0.55,1.0,22.8575,5.0,6.73e+17,6.61e+17,0.49052,3.83e+17,0.0,2.0,0.998915435,2.0,3.0,42.0,1.0,2.0,0.07660279,2.757254622,0.0
238,4.93,0.57857,42.6875,9.0,4.6e+17,4.86e+16,0.49173,0.00391,0.0,0.0,0.999949472,3.0,1.0,129.0,5.0,2.0,0.981281532,3.0,0.0
239,1.06,1.0,38.6369,1.0,0.00195,0.00024,0.49185,4.97e+17,0.0,2.0,0.999661963,7.0,1.0,1.0,1.0,2.0,0.068800982,3.0,0.0
240,3.1,1.0,106.0882,1.0,1.08e+17,2.77e+17,0.49456,0.00391,0.0,1.0,0.999757514,2.0,2.0,2.0,1.0,5.0,0.512389955,2.135038633,0.0
241,2.91,1.0,129.0462,1.0,0.00195,2.1e+17,0.48954,1.35e+17,0.0,0.0,1.0,2.0,97.0,1.0,1.0,2.0,0.487644773,1.419333129,0.0
242,1.89,1.0,41.9446,1.0,0.00195,0.00024,0.50223,2.08e+17,0.0,0.0,0.999194571,1.0,1.0,2.0,1.0,2.0,0.29356395,2.059283487,0.0
243,7.22,1.0,-32.0164,1.0,1.78e+17,4.97e+17,0.50189,3.99e+17,0.0,123.0,1.0,3.0,3.0,2.0,1.0,4.0,0.368121904,1.243162571,0.0
244,2.96,1.0,69.3367,1.0,6.83e+16,4.04e+17,0.49257,3.62e+16,0.0,1.0,0.998079807,1.0,4.0,3.0,1.0,2.0,0.950809959,2.620157545,0.0
245,3.99,1.0,15.8426,1.0,3.55e+17,8.3e+17,0.92876,0.00391,0.0,0.0,0.997573679,134.0,1.0,3.0,1.0,2.0,0.486749782,1.441382112,0.0
246,0.41,1.0,39.4799,1.0,0.00195,4.39e+17,0.36038,1.87e+17,0.0,1.0,0.999179869,5.0,1.0,1.0,1.0,6.0,0.506391356,1.968871821,0.0
247,3.52,1.0,97.4054,1.0,9.3e+16,0.00024,0.49482,0.00391,0.0,0.0,0.99932524,3.0,1.0,4.0,1.0,5.0,0.480728615,3.0,1.0
248,3.42,0.23685,21281.0,1.0,6.91e+16,2.04e+17,0.48785,0.00391,0.0,1.0,0.998493263,5.0,3.0,44.0,5.0,2.0,0.234496446,0.505516087,0.0
249,3.58,1.0,42.2827,1.0,3.36e+17,0.00024,0.50038,6.04e+16,0.0,0.0,1.0,5.0,1.0,1.0,1.0,6.0,0.984625066,1.3937953,0.0
250,5.82,1.0,80.1737,15.0,0.00195,7.53e+17,0.9584,0.00391,0.0,2.0,0.999612467,5.0,1.0,3.0,1.0,4.0,0.497560672,2.011147247,0.0
251,1.72,1.0,65.9522,2040.0,0.00195,7.13e+17,0.93595,4.74e+17,0.0,2.0,0.998408746,6.0,1.0,3.0,2.952894378729195,4.0,0.513090052,3.0,0.0
252,2.2,1.0,133.1276,9.0,2.19e+17,1.75e+16,0.36028,0.00391,0.0,1.0,0.998283483,3.0,1.0,3.0,2.952894378729195,5.0,0.475625368,3.0,0.0
253,2.0,1.0,62.3666,1.0,3.76e+16,3.53e+17,0.50232,1e+17,0.0,1.0,0.999230796,6.0,1.0,4.0,5.0,4.0,0.484340898,0.754442087,0.0
254,3.8,1.0,96.8355,18.0,1.25e+16,5.59e+16,0.49675,3.02e+17,0.0,1.0,0.999499125,9.0,129.0,3.0,1.0,4.0,0.289565481,1.22655189,0.0
255,7.56,1.0,-57.5336,1.0,5.81e+17,5.61e+17,0.91191,0.00391,0.0,2.0,0.999924056,7.0,6.0,3.0,1.0,12.0,5.83e-05,2.075694876,0.0
256,5.85,0.26059,135.3726,1.0,9.38e+16,2.02e+17,0.493,1.18e+17,0.0,1.0,0.998515366,4.0,1.0,4.0,1.0,3.0,0.048116831,1.309232314,0.0
257,0.78,0.24873,116.9531,1.0,3.92e+17,2.84e+17,0.92402,3.42e+17,0.0,1.0,0.999773567,133.0,129.0,1.0,4.0,8.0,0.095897337,2.063501595,0.0
258,5.66,1.0,-9.299,1.0,0.00195,5.57e+17,0.49338,7.15e+17,0.0,1.0,0.999122965,27.0,1.0,1.0,1.0,2.0,0.081768522,1.437345767,0.0
259,5.37,1.0,13.5556,2133.0,1.38e+16,6.78e+17,0.50323,4.41e+17,0.0,2.0,0.998971378,6.0,1.0,40.0,1.0,3.8150470219435735,0.138061775,0.572957032,0.0
260,6.39,1.0,84.3665,1.0,1.22e+17,6.56e+16,0.49075,8.93e+17,0.0,2.0,1.0,6.0,2.0,4.0,4.0,4.0,0.146174546,1.73340966,0.0
261,0.39,1.0,50.0119,1.0,0.00195,4.07e+17,0.49364,0.00391,0.0,2.0,1.0,3.0,1.0,3.0,2.952894378729195,3.8150470219435735,0.283275871,0.679801164,0.0
262,0.33,1.0,40.9392,18.0,1.93e+17,4.19e+17,0.49459,4.52e+17,0.0,0.0,0.99963294,5.0,1.0,5.0,1.0,12.0,0.253289702,0.965190958,0.0
263,3.493884117951371,1.0,8.971,1.0,0.00195,1.92e+17,0.49819,0.00391,0.0,1.0,1.0,3.0,1.0,1.0,1.0,11.0,0.494574464,1.997087176,0.0
264,0.69,1.0,58.4983,1.0,0.00195,3.46e+17,0.49203,1.95e+17,0.0,2.0,0.998588493,1.0,1.0,1.0,1.0,1.0,0.199779141,2.055353505,0.0
265,1.67,1.0,80.2132,22.0,0.00195,6.41e+17,0.25,0.00391,0.0,1.0,0.999023088,30.0,111.0,3.0,1.0,2.0,0.503201595,1.250090302,0.0
266,4.42,0.47656,59.9215,11.0,2.99e+17,8.88e+17,0.49726,0.00391,0.0,2.0,1.0,4.0,2.0,4.0,2.952894378729195,2.0,0.08794846,2.119470658,0.0
267,0.84,1.0,-24.8465,1.0,0.00195,5.74e+17,0.49904,0.00391,0.0,1.0,1.0,7.0,2.0,1.0,1.0,5.0,0.4957064,1.613833952,0.0
268,0.69,1.0,62.6187,1.0,1.27e+17,5.32e+17,0.50452,0.00391,0.0,1.0,0.997868459,4.0,1.0,3.0,1.0,2.0,0.958881869,3.0,0.0
269,2.01,1.0,37.5946,12.0,7.99e+16,6.91e+17,0.50426,0.00391,0.0,0.0,0.99933636,125.0,1.0,2.0,2.0,6.0,0.492354128,1.939064368,0.0
270,3.06,1.0,53.3116,1.0,0.00195,1.95e+17,0.49856,3.07e+17,0.0,0.0,0.999077048,5.0,108.0,57.0,1.0,2.0,0.284589266,1.783655767,0.0
271,0.42,0.3768,17831.0476,12.0,2.7e+16,7.81e+16,0.49832,5.45e+17,0.0,3.0,0.999553633,129.0,1.0,3.0,1.0,4.0,0.183647891,3.0,0.0
272,5.65,1.0,-8.164,1.0,6.48e+16,9.85e+17,0.5017,4.58e+17,0.0,0.0,1.0,5.0,1.0,2.0,1.0,1.0,0.32176171,0.384342312,0.0
273,5.38,1.0,167.2552,1.0,4.52e+17,0.00024,0.4996,2.98e+17,0.0,128.0,0.998829118,7.0,3.0,5.0,1.0,2.0,0.284230696,0.210749752,0.0
274,4.56,1.0,20867.5947,1.0,1.7e+17,1.6e+17,0.49806,0.00391,0.0,1.0,1.0,5.0,3.0,3.0,1.0,2.0,0.509277984,1.242714841,0.0
275,0.74,0.52644,127.532,9.0,2.89e+17,5.5e+17,0.49309,9.06e+17,0.0,2.0,0.999235558,3.0,3.0,3.0,2.0,2.0,5.83e-05,0.353893622,0.0
276,2.77,1.0,52.381,1.0,7.8e+17,7.61e+17,0.50447,0.00391,0.0,1.0,0.999695068,3.0,1.0,19.0,1.0,4.0,0.220549458,1.828818702,0.0
277,3.44,0.26069,56.6338,1.0,2.47e+17,2.36e+17,0.49712,0.00391,0.0,1.0,1.0,3.0,1.0,27.0,1.0,3.0,0.504701537,1.242826806,0.0
278,1.15,0.55247,111.0131,1.0,8.61e+16,7.25e+17,0.25,2.45e+17,1.0,1.0,0.99886981,28.0,1.0,3.0,1.0,2.0,0.118982086,2.556656956,0.0
279,0.52,1.0,95.064,5.0,9.65e+17,6.09e+17,0.49726,9.45e+17,0.0,2.0,1.0,129.0,2.0,54.0,2.0,7.0,1.0,1.439471715,0.0
280,4.25,1.0,22.0287,1.0,6.52e+16,0.00024,0.49927,2.71e+17,0.0,3.0,0.996882803,117.0,1.0,4.0,1.0,6.0,0.178684646,2.401377076,0.0
281,6.87,1.0,49.747,1.0,0.00195,5.18e+17,0.89215,4.15e+17,0.0,3.0,0.999741506,3.0,3.0,5.0,1.0,4.0,0.505861675,0.407033176,0.0
282,0.42,1.0,25.2874,7.0,8118980000000000.0,2.79e+17,0.49078,7.46e+17,0.0,1.0,0.999627501,2.0,1.0,3.0,1.0,3.8150470219435735,0.97318595,1.976302395,0.0
283,5.25,1.0,30.4472,2047.0,1.61e+16,8.22e+17,0.29549,4.25e+17,0.0,1.0,0.99904198,6.0,3.0,3.0,1.0,4.0,0.511440966,2.060342649,0.0
284,5.77,1.0,63.0548,1945.0,0.00195,7e+16,0.492,0.00391,0.0,2.0,0.997845881,2.0,1.0,4.0,1.0,3.8150470219435735,0.969780997,1.487505134,0.0
285,0.75,0.28193,81.3032,1.0,0.00195,3.57e+17,0.49356,0.00391,0.0,1.0,0.999802173,1.0,2.0,2.0,1.0,2.0,0.501715595,0.40945854,1.0
286,5.74,0.11138,129.045,1.0,0.00195,0.00024,0.93474,0.00391,0.0,2.0,0.999116441,2.0,7.0,4.0,1.0,4.0,0.328196368,1.222519847,0.0
287,7.71,1.0,126.1076,1.0,0.00195,4.31e+17,0.4941,3.77e+17,0.0,1.0,1.0,3.0,1.0,4.0,2.0,4.0,0.123720882,1.386346346,0.0
288,6.0,1.0,160.1184,1.0,1.21e+17,3.44e+17,0.49039,2.06e+16,0.0,2.0,1.0,1.0,2.0,24.0,1.0,1.0,0.306109328,3.0,0.0
289,2.69,1.0,87.2102,1.0,0.00195,5e+17,0.49125,4.16e+17,0.0,1.0,0.998510421,5.0,1.0,3.0,1.0,4.0,0.150475594,1.108627881,0.0
290,6.66,1.0,78.9552,6.0,0.00195,1.47e+17,0.49846,6.91e+16,0.0,1.0,0.997313575,4.0,2.0,4.0,35.0,6.0,0.492922398,2.992048586,1.0
291,4.36,0.99791,-77.6158,1.0,0.00195,0.00024,0.49475,2.35e+17,0.0,2.0,0.999783573,2.0,1.0,3.0,6.0,6.0,0.340600099,1.735187509,0.0
292,1.66,1.0,97.8953,1.0,0.00195,8.28e+16,0.926,2427880000000000.0,0.0,123.0,0.999248444,2.0,1.0,5.0,2.0,4.0,0.231502411,3.0,1.0
293,0.93,1.0,40.444,1.0,0.00195,5.34e+17,0.49914,0.00391,0.0,1.0,1.0,7.0,1.0,1.0,1.0,6.0,0.98538201,1.189057833,0.0
294,9.52,1.0,87.7738,1.0,0.00195,1.61e+17,0.50402,7.91e+17,0.0,1.0,0.998379522,28.0,1.0,1.0,1.0,2.0,0.970891021,2.442729182,0.0
295,6.5,1.0,73.8301,1.0,3.2e+17,1.01e+18,0.50028,0.00391,0.0,2.0,0.999514353,1.0,1.0,2.0,2.0,3.8150470219435735,0.523371213,1.513743603,0.0
296,5.01,1.0,105.4111,1.0,4.48e+16,1.8e+17,0.48713,1.32e+17,0.0,1.0,0.999583719,2.0,1.0,3.0,1.0,3.0,0.49812398,1.210313862,0.0
297,8.02,1.0,45.5448,1.0,0.00195,1.24e+17,0.49605,7.86e+17,0.0,1.0,0.998140639,1.0,1.0,1.0,1.0,2.0,0.492562088,1.698203602,0.0
